"Certifier Name","Operation Name","Physical Address: Street 1","Physical Address: Street 2","Physical Address: City","Physical Address: State/Province","Physical Address: ZIP/ Postal Code","Broker","Community Supported Agriculture (CSA)","Co-Packer","Dairy","Distributor","Marketer/Trader","Restaurant","Retail Food Establishment","Poultry","Private Labeler","Slaughterhouse","Storage","Grower Group","Data as of Date","Organic Certificate","addresses","lon","lat"
"Quality Certification Services","A & H Organic Farm, Inc.","Hugh Davis Rd",NA,"Warrenton","North Carolina","27589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"Hugh Davis Rd, Warrenton, North Carolina, 27589",-78.0588653,36.3282686
"Quality Certification Services","A Way Of Life Farm","856 Brooks Rd",NA,"Bostic","North Carolina","28019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"856 Brooks Rd, Bostic, North Carolina, 28019",-81.840957,35.457531
"Quality Certification Services","Adam Brewer","305 North Country Club Drive",NA,"Oxford","North Carolina","27565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,NA,"305 North Country Club Drive, Oxford, North Carolina, 27565",-78.6051812,36.3102518
"International Certification Services, Inc","Adam Vanhoy Dba Vanhoy Family Farms","1545 Burgess Rd",NA,"Hamptonville","North Carolina","27020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-22,NA,"1545 Burgess Rd, Hamptonville, North Carolina, 27020",-80.8169626,36.1127322
"Quality Certification Services","Adcock Farms","1285 Thomas Green Rd",NA,"Roxboro","North Carolina","27574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1285 Thomas Green Rd, Roxboro, North Carolina, 27574",-78.8069408,36.4488498
"International Certification Services, Inc","Allen, Shannon","5064 Burlington Rd",NA,"Roxboro","North Carolina","27574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-02-18,NA,"5064 Burlington Rd, Roxboro, North Carolina, 27574",-79.0566223,36.3331396
"Quality Certification Services","Alliance One International Inc.","2400 Old Stantonsburg Rd",NA,"Wilson","North Carolina","27893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"2400 Old Stantonsburg Rd, Wilson, North Carolina, 27893",-77.8873346,35.6889877
"Quality Certification Services","Alliance One International/Swiss Organic Tobacco","2400 Stantonsburg Road",NA,"Wilson","North Carolina","27894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"2400 Stantonsburg Road, Wilson, North Carolina, 27894",-77.8915125,35.6925716
"Clemson University","American Indian Mothers - 3 Sisters Farm","1180 Wagon Wheel Road",NA,"Shannon","North Carolina","28386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-30,NA,"1180 Wagon Wheel Road, Shannon, North Carolina, 28386",-79.1057359,34.842104
"Quality Certification Services","Amy Hamilton/Appalachian Seeds Farm & Nursery","518 Sugar Creek Road",NA,"Leicester","North Carolina","28748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"518 Sugar Creek Road, Leicester, North Carolina, 28748",-82.804442,35.645833
"International Certification Services, Inc","Angell Farms","806 Ashley Loop",NA,"Eden","North Carolina","27288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-25,NA,"806 Ashley Loop, Eden, North Carolina, 27288",-79.746139,36.441522
"Quality Certification Services","Anikó Redman","31 Westridge Dr.",NA,"Durham","North Carolina","27713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-23,NA,"31 Westridge Dr., Durham, North Carolina, 27713",-78.9354316,35.9190365
"International Certification Services, Inc","Arbor Organic Technologies, LLC","107 Technology Drive",NA,"Lincolnton","North Carolina","28092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-06,NA,"107 Technology Drive, Lincolnton, North Carolina, 28092",-81.216463,35.476005
"Quality Certification Services","Arcadia Beverage, LLC","34 Arcadia Farms Rd",NA,"Arden","North Carolina","28704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-30,NA,"34 Arcadia Farms Rd, Arden, North Carolina, 28704",-82.582604,35.47044
"Quality Certification Services","Arcadia Farms, Inc.","34 Arcadia Farms Rd",NA,"Arden","North Carolina","28704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-02,NA,"34 Arcadia Farms Rd, Arden, North Carolina, 28704",-82.582604,35.47044
"International Certification Services, Inc","Ashe Jr, John E","460 Monroeton Rd",NA,"Reidsville","North Carolina","27320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-22,NA,"460 Monroeton Rd, Reidsville, North Carolina, 27320",-79.736984,36.299177
"Quality Certification Services","Ashley Williams","757 Hickory Cross Road",NA,"Belvidere","North Carolina","27919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"757 Hickory Cross Road, Belvidere, North Carolina, 27919",-76.5492973,36.3197596
"Clemson University","Back 'N Time Organic Farm","152 Finley Cove Road",NA,"Hendersonville","North Carolina","28739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-30,NA,"152 Finley Cove Road, Hendersonville, North Carolina, 28739",-82.4942252,35.2957945
"Quality Certification Services","Ball Farm","1581 Poplar Creek Road",NA,"Henderson","North Carolina","27537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-14,NA,"1581 Poplar Creek Road, Henderson, North Carolina, 27537",-78.4915102,36.3321469
"Quality Certification Services","Barbara Walker/Walker Farms","4493 Clingman Rd.",NA,"Ronda","North Carolina","28670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"4493 Clingman Rd., Ronda, North Carolina, 28670",NA,NA
"Quality Certification Services","Barry Whitley","36317 Ellen Rd.",NA,"New London","North Carolina","28217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-15,NA,"36317 Ellen Rd., New London, North Carolina, 28217",-80.33184,35.400521
"Quality Certification Services","Batista And Williamson, Inc.","1904 Grace Point Rd.",NA,"Morrisville","North Carolina","27560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1904 Grace Point Rd., Morrisville, North Carolina, 27560",-78.845276,35.8530199
"International Certification Services, Inc","Battleboro Produce, Inc","42 Coolspings Rd",NA,"Battleboro","North Carolina","27809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-23,NA,"42 Coolspings Rd, Battleboro, North Carolina, 27809",-77.7182598,35.9781843
"Americert International","Beacon Village Farm","865 Blue Ridge Rd.",NA,"Black Mountain","North Carolina","28711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-15,NA,"865 Blue Ridge Rd., Black Mountain, North Carolina, 28711",-82.340968,35.608555
"International Certification Services, Inc","Bell, Ricky","351 Swanson Rd",NA,"Louisburg","North Carolina","27549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-25,NA,"351 Swanson Rd, Louisburg, North Carolina, 27549",-78.18099,36.099406
"Quality Certification Services","Ben Adcock/Ben Adcock Farm","4164 Range Rd",NA,"Stem","North Carolina","27581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"4164 Range Rd, Stem, North Carolina, 27581",-78.739107,36.246226
"Nature’s International Certification Services","Bethel Farm","36336 Finger Road",NA,"Mount Pleasant","North Carolina","28124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-30,NA,"36336 Finger Road, Mount Pleasant, North Carolina, 28124",-80.341354,35.402754
"Clemson University","Betsy's Farm","149 Murray Road",NA,"Canton","North Carolina","28716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-30,NA,"149 Murray Road, Canton, North Carolina, 28716",-82.8768383,35.4864383
"Quality Certification Services","Black River Organic Farm Inc","4457 Ivanhoe Road",NA,"Ivanhoe","North Carolina","28447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-02,NA,"4457 Ivanhoe Road, Ivanhoe, North Carolina, 28447",-78.247331,34.614023
"Quality Certification Services","Blue Sky Farms","249 Mudham Road",NA,"Wendell","North Carolina","27591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"249 Mudham Road, Wendell, North Carolina, 27591",-78.330134,35.761413
"Quality Certification Services","Blueberry Hill Organics, LLC","820 Gunters Hill Road",NA,"Boomer","North Carolina","28606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"820 Gunters Hill Road, Boomer, North Carolina, 28606",-81.2481768,36.0853726
"Americert International","Bluebird Hill Farm","421 Clarence Phillips Road",NA,"Bennett","North Carolina","27208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-26,NA,"421 Clarence Phillips Road, Bennett, North Carolina, 27208",-79.4991461,35.5159724
"International Certification Services, Inc","BNH Enterprises LLC","1321 Mount Hebron Rd",NA,"Old Fort","North Carolina","28762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-21,NA,"1321 Mount Hebron Rd, Old Fort, North Carolina, 28762",NA,NA
"OneCert, Inc.","BOV Solutions, Inc","1105 E Garner Bagnal Blvd",NA,"Statesville","North Carolina","28677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-22,NA,"1105 E Garner Bagnal Blvd, Statesville, North Carolina, 28677",-80.8625999,35.7734431
"Quality Certification Services","Bowling Farms","1735 Bowling Rd",NA,"Stem","North Carolina","27581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1735 Bowling Rd, Stem, North Carolina, 27581",-78.6942611,36.2563999
"International Certification Services, Inc","Boyette Brothers Produce, LLC","6638 Radio Tower Rd",NA,"Wilson","North Carolina","27893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-27,NA,"6638 Radio Tower Rd, Wilson, North Carolina, 27893",NA,NA
"Quality Certification Services","Brandon Pernell","2300 US HWY 4015",NA,"Warrenton","North Carolina","27589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"2300 US HWY 4015, Warrenton, North Carolina, 27589",-78.2180817,36.3159583
"International Certification Services, Inc","Brent C. Strickland","542 Ransdall Rd",NA,"Louisburg","North Carolina","27549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-26,NA,"542 Ransdall Rd, Louisburg, North Carolina, 27549",-78.2982337,35.9821586
"Quality Certification Services","Brown Farms, LLC","Rockingham & Caswell Counties, NC",NA,"Ruffin","North Carolina","27326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"Rockingham & Caswell Counties, NC, Ruffin, North Carolina, 27326",-79.7739457,34.9393201
"International Certification Services, Inc","Brown, Matt","6830 High Rock Road",NA,"Browns Summit","North Carolina","27214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-12,NA,"6830 High Rock Road, Browns Summit, North Carolina, 27214",-79.5716209,36.23384
"Clemson University","Bruce Foods Corporation","2202 Charleston Street SE",NA,"Wilson","North Carolina","27894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-30,NA,"2202 Charleston Street SE, Wilson, North Carolina, 27894",-77.898979,35.6965
"Quality Certification Services","Bryan Lamm","120 US-264 ALT",NA,"Sims","North Carolina","27880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-27,NA,"120 US-264 ALT, Sims, North Carolina, 27880",-77.657931,35.6080414
"International Certification Services, Inc","Burch, Ted","685 Burch Rd",NA,"Faison","North Carolina","28341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-22,NA,"685 Burch Rd, Faison, North Carolina, 28341",-78.210718,35.113738
"International Certification Services, Inc","Butler, Walter S.","1548 Prospect Church RD",NA,"Mebane","North Carolina","27302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-25,NA,"1548 Prospect Church RD, Mebane, North Carolina, 27302",-79.271098,36.258584
"Ecocert ICO, LLC","Butterfields Butter LLC","1201 Pitt Street",NA,"Rocky Mount","North Carolina","27801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-28,NA,"1201 Pitt Street, Rocky Mount, North Carolina, 27801",-77.783738,35.9273947
"Quality Certification Services","Cal Maine Foods - Israel Farms","4828 Cedar Cliff Rd.",NA,"Graham","North Carolina","27253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"4828 Cedar Cliff Rd., Graham, North Carolina, 27253",-79.358886,35.9604535
"Quality Certification Services","Cal Maine Foods Inc. - Bowman Poultry","4410 Plainfield Rd.",NA,"Sophia","North Carolina","27350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"4410 Plainfield Rd., Sophia, North Carolina, 27350",-79.8514035,35.8034897
"Quality Certification Services","Cal- Maine Foods Inc. - Fins & Feathers","PO Box 649",NA,"Loisburg","North Carolina","27549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-17,NA,"PO Box 649, Loisburg, North Carolina, 27549",-78.301106,36.0990393
"Quality Certification Services","Cal Maine Foods, Inc. - Gordon Bright","1024 Walter Bright Rd.",NA,"Sanford","North Carolina","27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1024 Walter Bright Rd., Sanford, North Carolina, 27330",-79.1996164,35.6001831
"Quality Certification Services","Cal Maine Foods, Inc. - William Henry Vines Jr.","3450 Isley Drive",NA,"Snow Camp","North Carolina","27349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"3450 Isley Drive, Snow Camp, North Carolina, 27349",-79.483464,35.948783
"Quality Certification Services","Cal Maine Foods, Inc.- Ashleigh Lemons","1210 Deep Creek Church Rd.",NA,"Yadkinville","North Carolina","27055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1210 Deep Creek Church Rd., Yadkinville, North Carolina, 27055",-80.6518379,36.1808526
"Quality Certification Services","Cal Maine Foods, Inc.- Cameron Sizemore","1210 Deep Creek Church Rd.",NA,"Yadkinville","North Carolina","27055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-09,NA,"1210 Deep Creek Church Rd., Yadkinville, North Carolina, 27055",-80.6518379,36.1808526
"Quality Certification Services","Cal Maine Foods, Inc.- Chad Clark Farm","51602 Jessie Bridges Rd.",NA,"Siler","North Carolina","27344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"51602 Jessie Bridges Rd., Siler, North Carolina, 27344",-79.4158477,35.7780521
"Quality Certification Services","Cal Maine Foods, Inc.- Cynthia Vestal Farm","2812 Luke Dr.",NA,"Yadkinville","North Carolina","27055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-09,NA,"2812 Luke Dr., Yadkinville, North Carolina, 27055",-80.7065014,36.0684056
"Quality Certification Services","Cal Maine Foods, Inc.- Farlow Farms","4055 Old Marlboro Rd.",NA,"Sophia","North Carolina","27350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"4055 Old Marlboro Rd., Sophia, North Carolina, 27350",-79.9191609,35.8386215
"Quality Certification Services","Cal Maine Foods, Inc.- High Pine Farm","4180 High Pine Church Rd.",NA,"Asheboro","North Carolina","27203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"4180 High Pine Church Rd., Asheboro, North Carolina, 27203",-79.8952353,35.5886494
"Quality Certification Services","Cal Maine Foods, Inc.- Jackie Rives Farm","5284 Pittsboro – Goldston Rd.",NA,"Bear Creek","North Carolina","27207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"5284 Pittsboro – Goldston Rd., Bear Creek, North Carolina, 27207",-79.2820441,35.6352487
"Quality Certification Services","Cal Maine Foods, Inc.- Paul Shaffner","5121 Howell School Rd.",NA,"Jonesville","North Carolina","28642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"5121 Howell School Rd., Jonesville, North Carolina, 28642",-80.842204,36.203396
"Quality Certification Services","Cal Maine Foods, Inc.- Rae-Lee Farm","5871 Deer Trail",NA,"Denton","North Carolina","27239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-08,NA,"5871 Deer Trail, Denton, North Carolina, 27239",-79.993853,35.542878
"Quality Certification Services","Cal Maine Foods, Inc.- Rex Childress","1432 Johnson Branch Rd.",NA,"Hamptonville","North Carolina","27020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1432 Johnson Branch Rd., Hamptonville, North Carolina, 27020",-80.833516,36.1190489
"Quality Certification Services","Cal Maine Foods, Inc.- Swaney Farm","7014-A Mt. Hermon-Rock Creek Rd",NA,"Snow Camp","North Carolina","27349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"7014-A Mt. Hermon-Rock Creek Rd, Snow Camp, North Carolina, 27349",-79.468192,35.919419
"Quality Certification Services","Cal Maine Foods, Inc.- Welborn Farms","6095 Davis Country Rd.",NA,"Randleman","North Carolina","27317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"6095 Davis Country Rd., Randleman, North Carolina, 27317",-79.8432793,35.8666373
"Quality Certification Services","Cal Maine Foods, Inc./Cheek Family Farms","5044 Sparks Rd.",NA,"Hamptonville","North Carolina","27020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"5044 Sparks Rd., Hamptonville, North Carolina, 27020",-80.844172,36.14876
"Quality Certification Services","Cal Maine Foods, Inc./Fogleman Poultry","4880 Yank Martin Rd.",NA,"Liberty","North Carolina","27298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"4880 Yank Martin Rd., Liberty, North Carolina, 27298",-79.5842665,35.8692462
"Quality Certification Services","Cal Maine Foods, Inc./Hickory Grove Farm","18486 NC HWY 902",NA,"Bear Creek","North Carolina","27027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"18486 NC HWY 902, Bear Creek, North Carolina, 27027",-79.443526,35.584821
"Quality Certification Services","Cal Maine Foods, Inc.-Bumper's Fork Farm","812 Maness Rd",NA,"Snow Camp","North Carolina","27349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"812 Maness Rd, Snow Camp, North Carolina, 27349",-79.4028639,35.8589519
"Quality Certification Services","Cal-Maine Foods Inc - Caly Lutterloh","9325 Snow Camp Rd",NA,"Snow Camp","North Carolina","27349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-07,NA,"9325 Snow Camp Rd, Snow Camp, North Carolina, 27349",-79.4305249,35.8614902
"Quality Certification Services","Cal-Maine Foods Inc.","342 Spring Run Rd.",NA,"Hamptonville","North Carolina","27020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"342 Spring Run Rd., Hamptonville, North Carolina, 27020",-80.89171,36.093731
"Quality Certification Services","Cal-Maine Foods Inc. -- Dawn Johnson","6592 Lou Cranford Rd.",NA,"Denton","North Carolina","27239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"6592 Lou Cranford Rd., Denton, North Carolina, 27239",-80.00963,35.554618
"Quality Certification Services","Cal-Maine Foods Inc. - Perry Chappell Farm","1308 Buck Shoal Rd",NA,"Hamptonville","North Carolina","27020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-30,NA,"1308 Buck Shoal Rd, Hamptonville, North Carolina, 27020",-80.8215589,36.1193894
"Quality Certification Services","Cal-Maine Foods Inc./KLP Farm","1117 McCarter Road",NA,"Union Grove","North Carolina","28689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1117 McCarter Road, Union Grove, North Carolina, 28689",-80.9582318,36.0630054
"Quality Certification Services","Cal-Maine Foods Inc.-JKS Farms LLC","1436 Mountain View Church Rd.",NA,"Hamptonville","North Carolina","27020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1436 Mountain View Church Rd., Hamptonville, North Carolina, 27020",-80.8000367,36.139859
"Quality Certification Services","Cal-Maine Foods, Inc.","443 Vaughn Mill Rd",NA,"Statesville","North Carolina","28625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"443 Vaughn Mill Rd, Statesville, North Carolina, 28625",-80.7318141,35.8918277
"Quality Certification Services","Cal-Maine Foods, Inc.","3558 Heath Dairy Road",NA,"Randleman","North Carolina","27317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"3558 Heath Dairy Road, Randleman, North Carolina, 27317",-79.8374431,35.790323
"Quality Certification Services","Cal-Maine Foods, Inc. - Gene Powers","170 Powers Farm Rd.",NA,"Harmony","North Carolina","28634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"170 Powers Farm Rd., Harmony, North Carolina, 28634",-80.7892822,35.9671683
"Quality Certification Services","Cal-Maine Foods, Inc.- A & N Farm","3763-C Swepsonville - Saxapahaw Rd., Claremont Trail",NA,"Graham","North Carolina","27253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"3763-C Swepsonville - Saxapahaw Rd., Claremont Trail, Graham, North Carolina, 27253",-79.346278,35.993428
"Quality Certification Services","Cal-Maine Foods, Inc. dba Sunnyside Up Farm","PO Box 649",NA,"Louisburg","North Carolina","27549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-13,NA,"PO Box 649, Louisburg, North Carolina, 27549",-78.301106,36.0990393
"Quality Certification Services","Cal-Maine Foods, Inc.- Jackie Hunter","1742 Hunter Dairy Rd.",NA,"Hamptonville","North Carolina","27020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1742 Hunter Dairy Rd., Hamptonville, North Carolina, 27020",-80.792601,36.105079
"Quality Certification Services","Cal-Maine Foods, Inc.- Ricky Kivett Farm","1114 Browns Crossroads Rd.",NA,"Stately","North Carolina","27355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1114 Browns Crossroads Rd., Stately, North Carolina, 27355",-79.5630878,35.7642706
"Quality Certification Services","Cal-Maine Foods, Inc./ Dave Lutterloh","5721 Holt Cross Road",NA,"Burlington","North Carolina","27215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"5721 Holt Cross Road, Burlington, North Carolina, 27215",-79.432826,36.0987222
"Quality Certification Services","Cal-Maine Foods, Inc./ Mickey Simmons","1709 Rudy Rd",NA,"Yadkinville","North Carolina","27055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1709 Rudy Rd, Yadkinville, North Carolina, 27055",-80.6865036,36.1067117
"Quality Certification Services","Cal-Maine Foods, Inc./Hurley Farms","5036 Lovejoy Rd.",NA,"Troy","North Carolina","27371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"5036 Lovejoy Rd., Troy, North Carolina, 27371",-79.913849,35.478918
